Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,Cluster
CT002,1.893183660034736,-2.1230939841131513,2.9816135882936474,-4.0781896539204725,0.8379967241350815,-1.454228858281318,0.535250678302064,0.3798059663096446,0.18190885711651808,-0.8812052362103013,0.21752773123253705,-0.9092295003442176,-2.302838021132638,-0.2055237332308103,-0.0479404568453585,-0.47203552478145683,0.41752615869437343,1.2357968032683764,-0.9755190590767615,3.0260056235678645,1.6429961227306238,-0.9448979151893213,1.6855045153244124,2.396276717193772,-2.9210476606664897,0.28867063785165686,2.5296773569757995,-2.0122401038092588,1.467250783221673,2.111215822609875,0.07685642564123189,-0.9547894686424675,0.10339770710542479,-1.3922720802609883,2.1955234820287832,-0.30108083304444955,0.4954235524847327,-0.7342786486917193,-0.4159460383268205,-1.062629961970629,1.2581408979017994,-0.021487978972364274,-2.03427625985434,-0.27046380779768353,0.12699838514287157,0.24110541334310362,-0.5552475721555339,-0.19888589844526103,-0.835258604054176,-1.3994477646532972,-1.086429933684281,1.347239889884287,1
CT003,-0.6142567247914602,-2.3502522746021275,-1.3969197466183987,0.10563408384858186,0.1225009057833316,1.6316611161095893,-1.6278460196984188,-1.927816716527585,-0.3271206276363423,-1.5073803317391223,-0.6931031947759301,-2.6943802627282905,2.811708670688253,-0.20329335569486273,-1.5749370231712834,0.7497016197207738,2.0191842405256333,-0.2112800669291117,0.8278036589513209,-0.20722080769226692,-0.3501735235975405,-1.76865816083084,1.8402649489347949,0.7471266515382262,1.069095646490548,-0.6455964155904417,0.9213935823067285,0.8961572339246819,-3.7125021418918727,-0.11866136080212757,-1.7612112636062591,-1.8549844416893095,-1.8633953301309212,0.5703687849606862,0.683879850005483,1.267886731220995,-0.13436331800556922,0.24847867695826867,-0.246077722612921,-0.8409098962270315,-1.1425124607627923,-0.15981295697348652,-0.8789913542599002,-1.0596718021451588,-0.273444823098479,-0.17945887107882325,0.5041902275569553,-1.3871784751227143,-0.009163678411905702,0.07286244536834642,-1.3013577579113254,1.0712228920267537,1
CT004,-0.5776727054113869,-7.3602218737334475,-0.4684891821593483,-1.9698562051116646,0.40894402798272583,1.9070831539272175,1.000021207828667,0.8070865503675827,0.20260540843659336,1.1446966254107058,0.3165735874098129,1.3519768905930722,0.8030912882275976,-0.20730845468259299,-1.0331948109424758,-3.9639013403679977,-1.2946337796501484,-1.744851663466562,0.3763797443568891,2.90026068855837,-1.5281891152183211,-0.7782777093233374,-0.19481628616282384,-0.22498675851790714,0.27916771363527676,-2.529441114145488,0.18267684896313507,1.2079418623960534,-0.3968248095348528,0.3888160309762103,2.527981099131138,-0.15623958927318277,0.4713356624731305,0.7245521178440271,-0.653882661164675,-2.0595404818014145,-0.8913893225336126,1.3786698055757358,0.8395173178051138,0.4304234407080215,1.838217383835757,0.30001751437688967,-1.2609874110456745,1.3674917451409683,-1.165916638383837,1.0816553300531322,0.5930467957854342,-0.5600338764809818,0.03284796469744091,-0.3707929504548468,0.35988873873759974,0.19797009825115025,1
CT005,-1.6893216554455763,5.3589149186722285,3.1755345716015455,0.4586074378638814,-0.12331702595631105,0.1616922672800635,-0.4821543576974019,4.3709290119254005,-2.4526190829548473,-0.827053970982049,-0.7929159746951008,0.4749507401761022,-0.3825752625030516,2.098609966576292,1.1731743760860824,0.05083375098011869,1.1913586602822162,1.5957557139133043,0.5862501996457262,0.03704300056971245,1.2351522708802969,1.890467856138503,-0.5419354463350929,-0.2991000690390676,1.762548728170593,-2.105216679344177,-2.5851826246379526,0.6740281416600898,1.713395136186838,0.04555607663065213,-0.887614031804333,1.5452922444581865,0.5025759972663438,0.577748138209119,-0.6989221290984243,-0.6666246746513771,0.8547557454517183,-0.7441013641103938,0.3278321610164916,-0.9889017956224241,-0.16837956617762223,0.29091628233429767,-0.40646360588215696,-1.3025147965078332,0.04515958258222952,0.5046874944931727,0.06919882392324687,-0.2398768301789008,0.15723767764467045,-0.3688027275347956,-0.11470120996864333,0.9852767958623461,0
CT007,3.19216031275763,4.118320428709651,-2.387715086707185,-1.3572098059098527,4.205990100029825,0.10964314709665218,1.0507925043630786,0.8030505631320746,-0.9535143055005995,0.3760652098335277,-0.12143399937797718,-0.053281106322011544,1.7276575099495526,0.8048800565570553,1.3617493148042836,1.5710235362043774,0.7511234385296081,-0.052520469652577596,-1.8707880906774228,-1.9006954395743398,0.9009483839267963,-1.4337027154445783,-0.8178225270161599,-1.0629856307871723,0.4782695631228126,1.324940937440339,0.7278851839464892,-0.8147953911364492,-1.0759410729562873,-1.4108668541305045,-1.4389730937293925,-1.7120731891459582,-0.8489211376722577,-1.0209885488300507,1.536589578201043,-0.6822952477350058,0.6669492059833104,-0.9412692368221437,1.5526849390845252,0.7832870051457491,1.2412337473494859,1.9238782520669653,-0.8710653085867879,-0.5054750254346986,-0.34251831982406467,1.1062499867011408,-0.6265006467861611,-0.027868837584069033,-0.5953797884391873,0.17492145245618662,0.16629126257103422,-0.8704018016370635,1
CT008,5.375755717223581,0.2917183411914877,-2.5168127494937655,2.8373566967505917,-4.437385938755842,-2.044935565275608,1.2674184657244834,-0.0936397113355207,0.37454654401661874,-0.8652503719518394,0.2919184807233505,-0.9659771231098189,-0.10909934584917531,2.538335732644826,0.7858139728737602,-3.7325516427078065,-3.858985481127746,1.9933916388437147,0.4453882351467099,-1.9968629745519249,-0.7453263880187649,0.78412890343366,-0.679018965923836,-0.6194447114758846,-1.1389327388242847,0.2504570595111422,0.8609220781098958,-2.3761028493588734,-1.9082235175400093,-0.6083554243645041,1.085447120303983,-3.2363866431507398,-0.5725598435602612,0.25038575750255854,1.0005439429706984,-0.8303528517368726,-0.6198034613555898,-0.37838905763916403,0.031092995623917787,-0.7607885716051455,-0.4058111666354664,0.07099108026371555,0.7459218221915129,-0.4746869643100715,1.2172668509100697,-0.012940140717581117,0.15672029896946124,-0.6120704243686663,-0.32987855651104225,-1.3330706889906605,0.5633155799086782,-0.18420959552439478,1
CT010,-1.81879470252029,1.5296473727256994,-0.015656807760710795,2.0475147327058143,-2.4043949607087254,1.3521064891475865,0.7341081222014149,-1.4638634889240598,1.1400933512921338,-0.21726067794083118,0.5167902673528542,2.710313693676506,0.9258164929329535,-0.28914362930785203,4.001310474649425,-0.3351572870181051,1.7581519582024687,-0.1872562821760881,0.12746468106707556,-0.10549138672395504,-0.9265607001362997,-1.3308182345268205,-0.20696800312474828,-2.69512055134778,-1.2221771260066305,-1.1418289922530742,0.39760220525753226,0.3777320716825199,-1.2468423452444761,0.6164648929011731,0.3314422148992718,1.0386171310227796,0.34217570619748533,-0.5956191794896448,-0.5866740235644996,0.4518444612186161,0.6155183703457884,0.3610205837816023,-0.8165089628900871,0.5704669029051304,-0.2267556650586963,-0.33115923850146595,-1.7978071639954334,0.6124795124120591,-0.5397855472297686,-0.9306105267222408,0.5604554568386688,-0.20233174232940146,0.8161516933216937,0.7969486241331268,0.8395683262031697,0.8531509238275775,0
CT012,-7.2620488971747506,0.8611235259398172,-1.4591726718576752,-2.2830279261983386,-0.5897726902834235,0.11211195856943593,-1.2004843208248501,-1.1136164686764638,-1.0035677802404945,1.7213317065041576,-0.9878087888142926,1.6384702794147141,0.7171386186506337,0.10879851646754403,1.4936332692402179,-1.2649478997330559,-0.03475208791332259,-0.08306396215291248,0.1418519749231629,0.6362040416378025,1.6326959738321072,1.7779159931763076,1.0472417758963384,-0.13127708330229762,-0.17758206831968829,-1.0222712767479827,-0.5988970195144997,0.4622167081212814,-1.2534071040497745,0.7028410004664283,-2.1024978627099533,1.3989845836503796,-0.47262876263574993,-1.3809619799060981,-0.9292012464515074,-0.11788561290027838,0.3204636163541571,-0.3618705050458849,-0.392782168183497,0.8394441557688745,1.2399440573830385,0.2447794761481091,0.6300877485841815,-1.4399778671843346,0.9203779095565334,-0.16801643371595812,0.03909763926501179,1.4503906485604314,-0.5702687156955331,-0.07579496815678348,0.9355311571346943,0.6551837199032278,0
CT013,-5.122787185442121,-0.06519041972548513,2.657481202432215,0.18635021720994918,0.9268965656088461,-1.9327764150088245,1.9010029815539085,-1.081696307132557,0.05063057557982452,0.7502889711713664,0.3277884785951548,-2.5117066362191824,1.9536571550900779,0.7018770855787566,-0.6298098395045634,-0.15541082029477327,-1.4312728129227574,-2.3338327669501093,-1.7149489240847964,1.5522737717370068,-1.5910339416493529,1.0893481172212278,-0.5233005621690819,0.7091147703809958,-1.5405093617856835,0.2971766023950556,-0.32924560470653186,-0.05193680845840247,0.3033585810026978,0.36118637904333867,-2.45395323561953,0.7303213710073855,0.6854387570270535,0.7727915888338843,0.5682457474829347,-0.49430951734269,-1.1020262559572005,0.05432439566132045,2.285350056823268,-0.6839503728456531,-1.20223622735185,0.961508200357405,0.16265270007795216,1.0881039566069877,2.3071693040765306,-2.0537560666997936,-0.5367220859041428,-0.841105028214812,0.5031665532877735,1.550765049023191,-0.025739085508760653,1.036674033750503,0
CT015,2.1441402027544214,-5.049966613379932,-2.914973996924972,-0.957867314366604,0.9566350242945615,1.777187444731993,-2.509728807889858,0.731182390636604,0.2306452891367849,1.3299740939358615,1.930454372701514,-2.4676263557004328,0.13691881015321894,-0.3139760145928161,-0.9676245431295345,-0.963408767443335,1.2746957720513779,-0.9476615534436316,1.0153780587191508,-1.0166998444744757,1.5374362801078538,-0.16688038018116677,0.038233593237365596,-0.9003599810468903,1.1181475746831064,-0.4995200966255901,-0.3677673917954772,-1.0416655493915525,0.7963676260029001,0.8478628741977751,-0.7726241444629419,1.937081316083633,-1.634476126437203,-0.7126353377157413,0.2873861021032142,-1.9389654156592042,-0.14620547605921905,0.30380729959342745,0.09989307509342404,-1.2853860170766933,-0.8964716777492188,-0.2451668739485273,-1.803149990171401,-1.1974503017652294,-0.7699173808879819,0.23646736222503542,-0.9080976726748486,0.4813352051944714,0.3768387310911119,0.47570133540649656,-0.07404673573181304,0.7189285371372518,1
CT016,6.262169734176034,-0.6931522006727825,5.22272862331754,0.35507428881997616,-0.854390453074811,2.80493278429867,-2.3709252515588948,2.0233510428992774,1.5889477293945915,-0.329379466291951,-1.4197490413140836,-0.8810491744232121,1.2389117550498343,3.275937708602911,-0.41323470045910327,-0.8422633947667586,-0.5063156592376542,0.5410925380027917,-1.6482057897107982,0.08582207607959627,-1.1062797969276124,4.100780832685679,0.22993299694474995,1.3421542211441841,-0.3619122868474731,-0.7626167123725491,-0.2392769545399657,0.735787656137175,-1.1364802998049153,0.6935665189993215,-0.2212288481887571,-1.111583882587842,-0.17029712040896589,-0.3815606755997534,-1.9059102765041904,1.657541524379848,-0.1728626385291545,-0.7242260964865541,2.2194751034831874,0.32314823172341983,0.7314340548204598,-1.409325318058247,-0.2572232964028335,-0.8284010772398619,-0.4729463284132317,-1.017143017316819,0.3618962442550257,-0.16646772648618066,-0.13232413268331283,-0.5985904794663051,-1.1149824709322822,-0.8479320278232539,1
CT017,-0.7809599865771251,-3.2956329687681603,0.9919123428918183,-0.7792150884462047,2.3170802793516776,-2.7839879558861456,1.985607164800223,-1.3467248075511802,0.5053393806233595,-1.2590013935420763,-0.06486172735289161,-0.06935526860538063,-1.9286962366902727,0.7798649484545583,0.42311003051557783,0.22905921343811456,1.5579114222533912,-2.2935501419410187,0.37368990313438494,-0.1617735175860497,0.23798063881845605,0.7142071295610423,-1.0944401362821479,-1.5738983460808644,1.111122444541077,1.107190015108868,1.292042797491487,0.805996464663468,0.4692804541664069,-0.25265623018323474,-0.3162437206038022,0.42917557504652415,1.4290455649187137,-1.602507638987742,-1.3229401391060371,-0.4282185966848057,0.3018069216706343,0.4144130468425046,-0.02617388021933294,0.9706904437243604,0.6501154107953733,1.0578249541346874,-0.04531735812010227,-0.873136221483542,-0.09793418190694456,-0.7138220244926241,-1.1311498598521883,1.0811112777453051,-0.564707337470795,0.4282238155986056,0.2647793426788189,0.0986198593336894,1
CT018,3.810457112785839,1.7880598748168934,-1.278215828692042,-0.32321328659862786,-1.3133421503226401,-0.7639105339551989,0.8160007765939683,4.258881730101062,-3.5013975485693405,2.1611438661938167,1.816003100417264,-0.417828043722454,-1.5650212859548296,-3.5699214625413074,-0.7100560553357551,-0.8928306302983966,-0.8097762341420504,-0.20536452180652803,2.378010945736278,0.061401740432148744,-1.9653959730815713,-1.1098443113137686,-0.5398596466597965,0.6486495336540251,-0.01451130823468494,1.5878930255006463,1.402762449005227,1.055983303084682,-0.8698226354608735,-0.5534341112247763,-0.26614731687541515,0.8530339904417495,0.4993344189354098,-0.18031309573863497,-2.4740872216928915,-1.0897453507786299,-0.04013786684770707,-1.01783894794375,0.08019705497784006,-1.0810906327527332,1.258563129381917,-0.4656738617736261,-0.7694389212223758,2.0782366249732602,1.6012304027337338,1.0577170474540918,0.21572129116163682,-1.1198329142573122,0.2699114210804371,0.9131243094283424,-1.3755514605853807,-0.2311578161574185,1
CT020,-0.510241919221637,-0.32181677369060585,3.325059128248005,-1.7682817679788392,-0.07597149621284639,3.2535606870949785,1.0377203104374466,4.632519959294694,2.414051203141116,2.7404034776348465,0.9773257179397706,1.351807767470248,-0.14262758663728478,2.005990364861704,-1.7847532171437916,-1.3409608570141471,-0.9316084234691039,0.06537168942586488,-1.1936754007189472,-1.4913657189495964,-1.3864457993368302,0.1586706684642157,-1.6717732917165156,-0.3498934782045565,0.3226898893883056,0.20064943454156003,-1.4691851332973258,-0.9644087090108477,0.2650419909579948,0.8240666182536447,-1.8295255984674497,0.9157679450861212,-1.1016534771644257,-0.35451566939611295,2.6993236825965843,0.03221401708944354,-1.7762353915534466,-0.32676406349584514,0.09528737452512372,0.929021481864436,-0.06337647735739146,2.1212883861107494,-0.2016018127223361,0.11656117718520369,0.4630423272734093,0.4011659708454434,0.9503766554048315,-1.278281212162052,0.6677838693382177,0.141439630354642,-1.407156488231885,-0.677257050612098,0
