Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,group,Cluster
NT002,3.708165234409049,-2.872488313771704,-6.618224493432275,1.3933969767866063,5.168112923599712,-1.1200996451191985,-3.7628428475110622,3.00402721237388,1.7204017563203704,-0.1897071591153926,2.0409694657254764,1.075004232916543,-0.35443057167226544,2.1615178283644387,-0.5564648540537985,2.183336374306743,-0.5442150761562684,-0.4472482666152649,0.1676501777474222,2.4751157579303755,NT,1
NT005,-1.0663478419404895,3.216094107727714,1.2748838386102668,0.5848728633242447,-2.125485603938628,0.4463461607180423,1.7010885314330388,-3.903156715715317,1.4305197147478539,-1.071924477324562,-1.1611466324617286,2.7950581896503226,0.4520267126520962,-0.05033256813041144,2.217615264461068,2.0166379308809033,0.17009391120636155,1.9468150716977424,-2.3232299359669866,1.8900503656497991,NT,0
NT015,0.6631744370003353,6.4039041790627955,-4.458310773850417,-3.5443661511989384,0.6005066387933444,-2.224785365913268,1.289137694323829,1.5632716146476882,-2.8731154747092438,2.9061764986620813,2.950865725651239,-0.7870615682756513,-0.5378905122122319,0.8400349574544632,-1.2691112315107627,0.7964093929204303,0.0879866395059,0.7589181465261366,0.8489247664677114,-2.4399923842952522,NT,0
NT016,-3.910102748741547,0.5360863730716625,-4.18245462561785,-3.8115837878115273,2.523347331342444,-2.9374582790451353,-1.8854553931088789,-3.8464696204390023,-0.5610334051271101,-3.5026343522292573,-2.0287125208353314,-1.4022494980082245,-0.5179268386486884,-0.282892678087711,2.062070872286406,-3.255188828727539,2.7129537515251436,-0.728162757922497,1.0891635999363498,-1.6631331134319773,NT,0
NT017,-3.690939766461109,-3.7542761607467767,0.6458015194395338,-1.5404391297668996,-1.9104222892052547,-1.5314388391423233,2.87758492884289,-0.9982017990294357,-0.5258634274186217,-3.240610920549534,2.5738705983967525,0.7197289085030035,1.5431625815935375,-1.6062227757033163,0.4568809643896539,-0.5574706134387449,-4.503870178201655,-3.7728153151758685,0.7780758695246024,1.5837950017207973,NT,0
NT020,0.007978017651496553,0.17527347765502366,0.8005755733870175,4.515135380526627,-4.135058037539198,-3.4293682419998475,-1.03267024250809,-1.9076919037192042,0.09079315880990362,-1.67103688764796,4.424280263027272,1.3097723194764852,1.4894703363149282,1.3897582005948395,-2.940868488611225,-1.435713327063031,0.07883230760412045,2.0616944217109423,1.5183700885666847,0.11437236089817618,NT,0
NT026,-3.597255646690965,-1.6707024336593224,-0.3665074403334618,0.8111103824427713,-3.9658753778470155,-0.06644208651090865,-2.393579513071019,-0.12510861514546315,-0.7223762512684876,-0.5038459257969174,-1.1017976221522172,2.000371186107187,-0.7210708486912212,4.548520932223336,0.2532826717725807,-0.5451084626803165,0.011018272003486696,0.7457612925677916,2.6583274343636076,0.2591670448750948,NT,0
NT027,1.3208464423869868,-2.97898048846562,-3.778537246133862,0.6269863941738456,0.7928353734233317,2.181450884747998,3.515582695895293,0.04229222547792986,-1.8362707534742322,1.4190877258807475,-3.46856051319997,1.321649358640201,4.973810842904999,1.450570587508843,-1.0227454750089933,-2.545114294808273,-0.75935312661514,1.4480205098759475,-3.1556240314006754,0.2662269971125275,NT,1
NT033,16.44654383420133,1.7913675981363604,-1.0203602429321657,-0.9403647088858162,-5.331504301694884,-2.7334558774311635,-1.6634248631312025,-0.061121739860744644,1.7789052142117934,1.9341066954573816,-2.877049301243873,-0.12437513527420714,-1.0996211912864873,-0.5925405862090496,1.9735779704995273,-0.7597578734249207,-1.7011552323377575,-1.4570067797105433,-0.06942742140724321,-0.45601987541692607,NT,1
NT036,-5.603352931516017,3.479190316574699,-3.506670668637813,-0.0022119929948108737,-1.2369905745405139,3.6538582087790505,0.5909864022798119,0.5291117560153812,3.5577624135457713,2.302624263520098,-0.2756092207896949,-3.249953908137481,2.3278460049139595,0.646073643406512,-1.240031100977534,-1.5551036424215952,-1.3739506112898086,-3.4459439786481805,1.0993928918167488,-0.18740182860855126,NT,0
NT040,1.3164873370431605,1.5283796589970755,-2.239668403527688,3.8024784252737014,1.441856787850496,2.6252679901950073,5.002288685782684,-2.475792580518161,0.6018274152097046,-0.6831085255775075,-1.0599882289890377,1.5432247067004061,-1.124010929672922,-3.867094419425415,-3.145204551804554,0.774216389562327,2.3375460328692417,-0.21171202895234945,2.7184715282374707,-0.31682732247769285,NT,1
NT044,-2.8599606532410564,0.11932066051369422,1.9209678642387547,-1.2674444073434505,-2.3605097620323168,1.5480883968022578,-4.0064503061776495,-5.218983879266482,-1.3504310461518845,5.145466019434156,-0.6192468653840535,1.0721613850931957,-1.4367379813109715,-0.7232666559036719,-2.3419807950376206,-0.4137330468289278,0.546835649140865,-0.7690032268485213,-0.5475963384534419,0.4680455767230838,NT,0
NT049,1.3511596021030108,-3.0353291393725956,-0.146908431752309,2.488973520021009,0.4492948494228301,-1.0268213790569423,-2.1471457330467327,2.7156179229683275,-1.2379518712496482,-1.5683759784021045,-0.3225528097631169,-1.2184080652348859,0.7171737368181799,-4.9654211690290015,1.5115877512590212,-2.991048899449849,-0.6415206990504002,1.882875699743636,0.1798480813833807,-0.697521079023245,NT,1
NT051,1.3512587648782055,-3.1019375705499015,6.132332739067883,-0.8581789450225665,2.9829687327647982,1.8729139532528716,0.34482068334734955,3.293363377885423,2.932780888573556,1.3069163121768712,-0.10877366918012461,1.3120374263318422,-1.9125782275010423,2.3463786935104713,-1.6003862794632526,-4.649297959234682,1.7475927717544586,-0.6165674182713075,-0.2806557568898482,0.4132536578167595,NT,1
NT056,6.105654151938188,-3.3640605669618866,1.854945649554077,1.3261873924926344,-0.5317298826112556,-4.324391201565551,2.785645773091179,1.25128279982408,-1.5326510513251006,-0.3580779334639918,-0.37761333886712906,-2.3152881676971946,-1.3535515814447872,-0.2626133781692023,-4.076150803879178,1.7597396543015709,1.1999067647083796,-1.6078761463467572,-2.2104313915824703,-0.7545408538593844,NT,1
NT059,3.4657417093225003,0.687288079429864,-1.0686588374609045,-1.8032231996407906,5.875257299254496,-0.07765991554215984,-0.9069228173982479,-2.6845084643734127,0.20643200319151883,0.22409784835642318,-2.6303364979139783,1.3121952910029104,-0.6873730516010095,-0.39197286510029455,-0.8551790446845977,1.82699542247341,-2.2263619596081554,0.5611590760472851,1.580358355371028,1.9196277551694005,NT,1
NT070,2.6769631807782885,0.4457592437366054,0.07163535041087492,-6.256231148018674,-3.2913997137096316,4.187374820132843,1.1137771322193815,4.864288141346013,-0.23666250336019398,-3.3224683097292447,-0.24540552141613275,4.346418357516874,0.44579694200807696,-0.4016838987785678,-0.02815850462385285,1.6350436080189201,1.618264172233502,-0.046912510048279385,1.2620925397594676,-1.0967234291894183,NT,1
NT081,0.8773414569400461,-6.394260370869993,-0.9326255849218018,-1.2080977699972295,-0.3605686206325218,-0.22575580851270555,4.170972465147472,-2.7181536006566547,1.364850567748509,1.2990141758042792,2.2571284352355407,-2.4434417422542687,0.8154303713856367,2.906653360286256,3.5052813642241385,2.199795693956106,2.6069140451756354,-0.22663282497324574,-0.503218830227431,-0.8401864890272019,NT,1
NT090,0.4334532714454565,-1.6767538866523621,-0.27644126553314163,-1.9286117452971228,2.0431336827401916,1.0848367604169453,-1.9615570716600175,-2.1826278133761474,-0.6811527466537092,0.1024227178624182,4.744505270670706,3.032496609422517,-1.8408300211419253,-2.112189851154028,0.863033118141939,-1.1685137153441645,0.6468638758961635,-1.4153090437311082,-3.337526479694646,-0.5595815179272732,NT,1
