Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,group,Cluster
CT003,-1.1709161719688366,-3.252300970871899,-0.06891771877025368,-0.5853556532809139,-0.9242434151613892,-0.8622573225090336,2.4229746794145823,1.6720189124498126,1.694198486333256,4.19678896832558,1.1643018284250528,-1.5623728053090038,-1.139961796744473,-2.5217424815660405,2.4878849973576656,-0.661456012933514,0.6924085440896243,3.069607025393674,2.5732621499551183,2.430079698551982,CT,0
CT007,-0.033483115881110505,3.1030935421359582,1.9607153231846708,-0.7710784637333686,1.3410972383309236,3.0005519343771425,3.0340855573354992,-0.8420236773848968,0.4481253500117557,-2.0778984608736732,0.8366382842615617,-2.3949064253124854,-5.112811380882255,1.9586183772787926,0.06831990423193382,-0.9250925004210961,-4.4009672069736,2.715626814785975,-0.915707011967443,-1.2862690454831878,CT,1
CT010,-2.875656497632098,1.7157845925079034,-2.1814882932092625,1.985085534749779,-0.6273947631138401,-2.712085337180128,-0.909008984830072,0.3410415373883843,2.701697917018442,-3.910570414318936,-2.3645054830078855,-1.0959371878709092,-0.560641191894102,1.2664224238520307,-0.9916338944115546,-0.05731348096448561,0.9468047137550927,0.9490158389664419,-1.646925316966065,-0.10940719220248961,CT,0
CT012,-9.294500547336638,-0.8427622483068149,1.5142956577555398,-0.3197807796607348,-2.2762031612910634,-0.7143868401507634,-0.6058092563131068,2.625994967384217,-1.3053164697191246,-0.6484380162251937,-2.77435069872438,-1.9892541307204339,-3.4082798499493805,-0.7978015628958671,-0.05144624428882393,2.1132889995336845,1.150810411276503,-1.6333654403659503,-0.9360092800946092,2.2939272961278707,CT,0
CT018,5.266304232667161,1.1024425155939852,3.145569477957654,-2.292990372004265,-0.4935777809396512,5.256622199021259,-4.328613228177094,-1.0101878825029194,0.49533236113126267,-2.5418667980145586,1.814076001085528,-5.168211021639556,3.4154166883406023,-0.9243455545222811,-1.3592186619144755,1.562159788895392,1.1438522538364133,1.427775747376029,-0.35050770746599175,1.138815100544109,CT,1
CT027,-3.166221197616567,0.9235075030439942,0.8313171101792232,6.162370173564653,0.7043615818455804,1.6739541958597006,-2.0162776144493324,1.266400837630557,4.636069493337093,0.9647830445533728,0.18592342692920974,1.4408748907396836,0.16794262286281392,-1.1023538472130368,2.165439024402671,2.2572611154316844,-0.4296194144176858,-0.9298463178964491,-0.7103303722540574,-3.6683679483923197,CT,0
CT032,-1.1039320083735231,10.569939225337365,5.30852690816564,-0.15015792899625643,2.6983970304708893,-4.327489776139824,1.5925282398886056,1.9252848962734959,0.1926230806212019,0.719830308161348,0.9336905580423043,0.6828589583092387,2.7622849676812176,0.16389576030436306,1.6082964653804683,-0.6660561569712575,1.2386160558602226,-0.8160135901100323,-0.571037655228527,1.8823598548886915,CT,0
CT039,2.26088414924792,2.158912838342686,-0.9407100903832938,6.087087769617053,0.14435201740202974,4.136640627358474,-0.39541632936830423,1.3299285742825862,-7.524058739722086,0.003549058357699813,0.22983821418443698,-0.709406418550757,-0.9709424817501507,1.3909879599041113,2.881400977133307,-0.36853707314460016,0.5876976573443723,-1.4089193418859631,0.20422457887422787,0.7270393809242879,CT,1
CT041,-8.778268355598723,-1.4693045591832323,-1.3418479353517823,-2.3184434956587743,-0.9295845476994667,-1.6275547535839636,-1.5941591828721937,2.705213691774702,-1.3172181633699243,2.355221246297542,-0.6320108192009238,0.42729622002290146,1.1913347885278731,-1.4762092953367667,-1.0072922572224687,1.4733821275367527,-1.6558682896616896,2.2705567673587717,-1.6306452951486512,-1.277513427702909,CT,0
CT046,-0.10101833901446103,-3.543187202455277,7.666765039897145,-0.1851251336607814,3.7350263447155663,-1.7264554622586745,-0.8321400853786236,-1.1551101757346438,-2.148217917262637,0.4104792764188367,-2.1084283285055045,0.06971803385174952,2.476961860400016,1.0092508625362078,0.43120084195230673,1.956239390039064,-1.2881160354733334,-0.30449142454804906,2.510710762744265,-2.508390341895121,CT,0
