feature,PC1_loading
Left Basal Forebrain,0.16330946921042566
Left ITG inferior temporal gyrus,0.1609024575479932
Right LiG lingual gyrus,0.15428035078750663
Right MFG middle frontal gyrus,0.15185720291878935
Cerebellar Vermal Lobules VIII-X,0.1457830238216851
Right PrG precentral gyrus,0.14217478563702785
Right Ent entorhinal area,0.13269080267398295
Left Cerebellum White Matter,0.13242166595925886
Left FuG fusiform gyrus,0.13116765195756094
Right PoG postcentral gyrus,0.1297973522195456
