	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.2103508372580924	0.0624576729858267	-0.3675226282917117	-0.30396273706865	-0.4991641743558256	-0.3396094255298442
Somatomotor Network	-0.2103508372580924	1.0	0.2254371934982446	0.6092129131956837	-0.184247490975253	-0.2653138771412815	-0.4030103185291567
Dorsal Attention Network	0.0624576729858267	0.2254371934982446	1.0	0.3039472508529208	-0.2695993859325274	0.0659432923791354	-0.7785103039037772
Ventral Attention (or Salience) Network	-0.3675226282917117	0.6092129131956837	0.3039472508529208	1.0	-0.1313627597139781	0.0831890288212934	-0.4770028850327419
Limbic Network	-0.30396273706865	-0.184247490975253	-0.2695993859325274	-0.1313627597139781	1.0	0.2796328674622064	0.408433889383051
Frontoparietal (Control) Network	-0.4991641743558256	-0.2653138771412815	0.0659432923791354	0.0831890288212934	0.2796328674622064	1.0	0.0754813104111556
Default Mode Network	-0.3396094255298442	-0.4030103185291567	-0.7785103039037772	-0.4770028850327419	0.408433889383051	0.0754813104111556	1.0
