	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.2918648698371132	0.4371251020787586	0.1189356012980827	-0.1063864880085444	-0.2142950455702912	-0.5526437702285596
Somatomotor Network	0.2918648698371132	1.0	0.046922269144463	0.4937295538422687	0.0032450516738207	-0.6165115325756962	-0.3966946424394303
Dorsal Attention Network	0.4371251020787586	0.046922269144463	1.0	0.3733493649537572	-0.2417888248921599	0.1230526799756577	-0.8302980302825794
Ventral Attention (or Salience) Network	0.1189356012980827	0.4937295538422687	0.3733493649537572	1.0	-0.2638717269850575	-0.570561289665478	-0.6211634931240484
Limbic Network	-0.1063864880085444	0.0032450516738207	-0.2417888248921599	-0.2638717269850575	1.0	-0.1140690089918098	0.3126617131466866
Frontoparietal (Control) Network	-0.2142950455702912	-0.6165115325756962	0.1230526799756577	-0.570561289665478	-0.1140690089918098	1.0	0.1849456475736501
Default Mode Network	-0.5526437702285596	-0.3966946424394303	-0.8302980302825794	-0.6211634931240484	0.3126617131466866	0.1849456475736501	1.0
