	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.4870178721001764	0.2257403376096116	0.0700412592863164	-0.5436788110292478	-0.5462809035149707	-0.5584961603947313
Somatomotor Network	-0.4870178721001764	1.0	-0.3355923493069954	0.3005734548304277	0.2962020718374522	-0.0336638198756809	-0.0196366557031295
Dorsal Attention Network	0.2257403376096116	-0.3355923493069954	1.0	-0.1082512016084388	-0.15661695813822	0.3097474089184358	-0.2827591853214866
Ventral Attention (or Salience) Network	0.0700412592863164	0.3005734548304277	-0.1082512016084388	1.0	-0.3000312223158556	-0.2071048922618014	-0.5800295604321528
Limbic Network	-0.5436788110292478	0.2962020718374522	-0.15661695813822	-0.3000312223158556	1.0	0.0923021125717836	0.4893524574449154
Frontoparietal (Control) Network	-0.5462809035149707	-0.0336638198756809	0.3097474089184358	-0.2071048922618014	0.0923021125717836	1.0	0.145782790522319
Default Mode Network	-0.5584961603947313	-0.0196366557031295	-0.2827591853214866	-0.5800295604321528	0.4893524574449154	0.145782790522319	1.0
