	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.4503418920950831	0.1888838208296459	-0.2726902699017954	-0.5375165759722017	-0.4881588839842778	-0.3951734468020987
Somatomotor Network	-0.4503418920950831	1.0	-0.1814468620396095	0.5422250729205965	0.4088577301099904	-0.2907060144752983	-0.0437380843409861
Dorsal Attention Network	0.1888838208296459	-0.1814468620396095	1.0	0.1033237952667827	-0.3634896152468215	0.181394914001077	-0.7235708899418792
Ventral Attention (or Salience) Network	-0.2726902699017954	0.5422250729205965	0.1033237952667827	1.0	0.0408742259751737	-0.1357748905236749	-0.367766794998225
Limbic Network	-0.5375165759722017	0.4088577301099904	-0.3634896152468215	0.0408742259751737	1.0	0.0658768602329011	0.3524447033240743
Frontoparietal (Control) Network	-0.4881588839842778	-0.2907060144752983	0.181394914001077	-0.1357748905236749	0.0658768602329011	1.0	0.0868736945899013
Default Mode Network	-0.3951734468020987	-0.0437380843409861	-0.7235708899418792	-0.367766794998225	0.3524447033240743	0.0868736945899013	1.0
