	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.0685617525144772	-0.1173143222364186	0.0231261247149144	-0.353324754990708	-0.5844992090737159	-0.3409933861514124
Somatomotor Network	0.0685617525144772	1.0	0.3032647713635911	0.2507148424928739	0.1954958035368949	-0.33822172324823	-0.3953781252977927
Dorsal Attention Network	-0.1173143222364186	0.3032647713635911	1.0	0.6375469348235773	-0.008410055737442	0.3044158194361916	-0.735752985343169
Ventral Attention (or Salience) Network	0.0231261247149144	0.2507148424928739	0.6375469348235773	1.0	-0.1992860349044773	0.1464277559452409	-0.6724746833832933
Limbic Network	-0.353324754990708	0.1954958035368949	-0.008410055737442	-0.1992860349044773	1.0	-0.2023791292818793	0.2740212435061717
Frontoparietal (Control) Network	-0.5844992090737159	-0.33822172324823	0.3044158194361916	0.1464277559452409	-0.2023791292818793	1.0	-0.1171156441439971
Default Mode Network	-0.3409933861514124	-0.3953781252977927	-0.735752985343169	-0.6724746833832933	0.2740212435061717	-0.1171156441439971	1.0
