	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.3242711656736263	0.1814429824630867	-0.4440866415976322	-0.5780228747094186	-0.4162699424393931	-0.5375691606982947
Somatomotor Network	-0.3242711656736263	1.0	-0.4819740013441154	0.2706791235786214	0.339047063314783	-0.311034146265063	0.1286803992342109
Dorsal Attention Network	0.1814429824630867	-0.4819740013441154	1.0	0.3151179945879848	-0.4571050950256423	0.3155487595689107	-0.6319963340167797
Ventral Attention (or Salience) Network	-0.4440866415976322	0.2706791235786214	0.3151179945879848	1.0	0.0603612476093406	0.2662015129632607	-0.3221981078724713
Limbic Network	-0.5780228747094186	0.339047063314783	-0.4571050950256423	0.0603612476093406	1.0	-0.0852072465310141	0.5886253137717399
Frontoparietal (Control) Network	-0.4162699424393931	-0.311034146265063	0.3155487595689107	0.2662015129632607	-0.0852072465310141	1.0	-0.1162762017671321
Default Mode Network	-0.5375691606982947	0.1286803992342109	-0.6319963340167797	-0.3221981078724713	0.5886253137717399	-0.1162762017671321	1.0
