	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.3993703294632632	-0.1150652158354039	-0.007607937280952		-0.6750103764437547	-0.4605286509722339
Somatomotor Network	0.3993703294632632	1.0	0.3374621319834331	0.5558094365363406		-0.5771884924619287	-0.675708222622608
Dorsal Attention Network	-0.1150652158354039	0.3374621319834331	1.0	0.4138862958403314		-0.0131819004486966	-0.6876087727324782
Ventral Attention (or Salience) Network	-0.007607937280952	0.5558094365363406	0.4138862958403314	1.0		-0.2375848923251669	-0.6039471965485286
Limbic Network							
Frontoparietal (Control) Network	-0.6750103764437547	-0.5771884924619287	-0.0131819004486966	-0.2375848923251669		1.0	0.4042815256141092
Default Mode Network	-0.4605286509722339	-0.675708222622608	-0.6876087727324782	-0.6039471965485286		0.4042815256141092	1.0
