	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.0534774691712202	0.3432482640735462	0.1964033821578628	-0.3862611502735437	-0.5252126019331903	-0.7552240072439693
Somatomotor Network	0.0534774691712202	1.0	0.0912647513692852	0.7290477139146496	-0.2596115444373828	-0.3225442052842254	-0.3846494740494586
Dorsal Attention Network	0.3432482640735462	0.0912647513692852	1.0	0.2789409926467055	-0.2849727520676985	-0.2653937560655557	-0.5050773158610234
Ventral Attention (or Salience) Network	0.1964033821578628	0.7290477139146496	0.2789409926467055	1.0	-0.3701401276406964	-0.1086582638919581	-0.6344050373687009
Limbic Network	-0.3862611502735437	-0.2596115444373828	-0.2849727520676985	-0.3701401276406964	1.0	0.0646791900960331	0.5699734422833131
Frontoparietal (Control) Network	-0.5252126019331903	-0.3225442052842254	-0.2653937560655557	-0.1086582638919581	0.0646791900960331	1.0	0.2920793511355417
Default Mode Network	-0.7552240072439693	-0.3846494740494586	-0.5050773158610234	-0.6344050373687009	0.5699734422833131	0.2920793511355417	1.0
