	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.1683515921472467	0.1908990610411409	-0.0912462990444448	-0.2354767478983869	-0.3689505774003258	-0.4340775361278577
Somatomotor Network	-0.1683515921472467	1.0	-0.1483298841975972	0.6127204783549131	0.4104685971124031	-0.4227625206369895	-0.1823028432060311
Dorsal Attention Network	0.1908990610411409	-0.1483298841975972	1.0	0.1379852074767261	-0.0643881447346347	0.2601197279848374	-0.6813714148497705
Ventral Attention (or Salience) Network	-0.0912462990444448	0.6127204783549131	0.1379852074767261	1.0	0.0583777270559138	-0.154430183292681	-0.4149859735401307
Limbic Network	-0.2354767478983869	0.4104685971124031	-0.0643881447346347	0.0583777270559138	1.0	-0.4450536591922944	0.2924278361428462
Frontoparietal (Control) Network	-0.3689505774003258	-0.4227625206369895	0.2601197279848374	-0.154430183292681	-0.4450536591922944	1.0	0.0260653152002514
Default Mode Network	-0.4340775361278577	-0.1823028432060311	-0.6813714148497705	-0.4149859735401307	0.2924278361428462	0.0260653152002514	1.0
