	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.2876323763735135	-0.1623520079096351	-0.3209763896971579	-0.0237540807207752	-0.6011564595394496	0.0622948741676611
Somatomotor Network	0.2876323763735135	1.0	-0.2720282673367474	0.508966830233373	0.0840733830405802	-0.4980602068702616	-0.4808309384069321
Dorsal Attention Network	-0.1623520079096351	-0.2720282673367474	1.0	0.0592402954605747	-0.5449679935650396	0.4824759682042245	-0.354205794626433
Ventral Attention (or Salience) Network	-0.3209763896971579	0.508966830233373	0.0592402954605747	1.0	-0.0600424501428389	0.0369097364971828	-0.7123391281378575
Limbic Network	-0.0237540807207752	0.0840733830405802	-0.5449679935650396	-0.0600424501428389	1.0	-0.3527662747452492	0.4859073071240916
Frontoparietal (Control) Network	-0.6011564595394496	-0.4980602068702616	0.4824759682042245	0.0369097364971828	-0.3527662747452492	1.0	-0.0909039962550575
Default Mode Network	0.0622948741676611	-0.4808309384069321	-0.354205794626433	-0.7123391281378575	0.4859073071240916	-0.0909039962550575	1.0
