	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.3253929158042039	0.258048896877616	-0.0338067321139235	-0.3884396961027155	-0.2351909203913429	-0.6836839571709994
Somatomotor Network	-0.3253929158042039	1.0	-0.3752750401974684	0.4498711392950588	0.0836202595145154	-0.2118992042745453	0.1082939858743766
Dorsal Attention Network	0.258048896877616	-0.3752750401974684	1.0	0.1911974728233198	-0.2115269278835924	0.3796541066779632	-0.4914822280462719
Ventral Attention (or Salience) Network	-0.0338067321139235	0.4498711392950588	0.1911974728233198	1.0	-0.068722753684448	0.1231689744821134	-0.43934855614464
Limbic Network	-0.3884396961027155	0.0836202595145154	-0.2115269278835924	-0.068722753684448	1.0	-0.2584686136752676	0.463420322974499
Frontoparietal (Control) Network	-0.2351909203913429	-0.2118992042745453	0.3796541066779632	0.1231689744821134	-0.2584686136752676	1.0	-0.1204063844849505
Default Mode Network	-0.6836839571709994	0.1082939858743766	-0.4914822280462719	-0.43934855614464	0.463420322974499	-0.1204063844849505	1.0
