	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.4279546629199665	0.2065267430635022	-0.1899094717422988	-0.2362601251449943	-0.4939915803669765	-0.6323073600988779
Somatomotor Network	-0.4279546629199665	1.0	-0.2096926625350013	0.4859555718147584	0.173681365692653	-0.2328589447234026	-0.0662339430596391
Dorsal Attention Network	0.2065267430635022	-0.2096926625350013	1.0	0.1873817232377327	-0.2679700811760095	0.1682810543193871	-0.351559936526954
Ventral Attention (or Salience) Network	-0.1899094717422988	0.4859555718147584	0.1873817232377327	1.0	-0.0255872799200943	0.0444057357938791	-0.3587535195141972
Limbic Network	-0.2362601251449943	0.173681365692653	-0.2679700811760095	-0.0255872799200943	1.0	-0.0087737707700375	0.2290044859167702
Frontoparietal (Control) Network	-0.4939915803669765	-0.2328589447234026	0.1682810543193871	0.0444057357938791	-0.0087737707700375	1.0	0.3284901958860903
Default Mode Network	-0.6323073600988779	-0.0662339430596391	-0.351559936526954	-0.3587535195141972	0.2290044859167702	0.3284901958860903	1.0
