	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.1947102468623882	0.345212341161854	-0.0032925847035441	-0.5630580581022564	-0.2258501238808742	-0.5025785316406108
Somatomotor Network	-0.1947102468623882	1.0	-0.0845244801346306	-0.0484252525929974	0.1423382501327483	-0.5944112814047691	0.164605747955589
Dorsal Attention Network	0.345212341161854	-0.0845244801346306	1.0	0.0178518226634371	-0.3350767893188264	0.351470801027075	-0.6231229109050428
Ventral Attention (or Salience) Network	-0.0032925847035441	-0.0484252525929974	0.0178518226634371	1.0	-0.1121230594237502	0.0797446201955343	-0.4501048502880808
Limbic Network	-0.5630580581022564	0.1423382501327483	-0.3350767893188264	-0.1121230594237502	1.0	-0.0759632249672158	0.6105101743420766
Frontoparietal (Control) Network	-0.2258501238808742	-0.5944112814047691	0.351470801027075	0.0797446201955343	-0.0759632249672158	1.0	-0.2732843206749704
Default Mode Network	-0.5025785316406108	0.164605747955589	-0.6231229109050428	-0.4501048502880808	0.6105101743420766	-0.2732843206749704	1.0
