	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.0979014601406594	0.128758203857208	0.2044428148562358	-0.4773308864836278	-0.2783034267473584	-0.4940591615193026
Somatomotor Network	0.0979014601406594	1.0	0.3765666364586466	0.5994797217510655	-0.1648072622971499	-0.3613304779514346	-0.5514543493861352
Dorsal Attention Network	0.128758203857208	0.3765666364586466	1.0	0.3457049310784111	-0.2655855112100588	-0.0290248285334769	-0.6629315189658306
Ventral Attention (or Salience) Network	0.2044428148562358	0.5994797217510655	0.3457049310784111	1.0	-0.4698732175064523	-0.1560479831573742	-0.6788722248879889
Limbic Network	-0.4773308864836278	-0.1648072622971499	-0.2655855112100588	-0.4698732175064523	1.0	-0.2979982728773435	0.6870528478683198
Frontoparietal (Control) Network	-0.2783034267473584	-0.3613304779514346	-0.0290248285334769	-0.1560479831573742	-0.2979982728773435	1.0	-0.1337628644834764
Default Mode Network	-0.4940591615193026	-0.5514543493861352	-0.6629315189658306	-0.6788722248879889	0.6870528478683198	-0.1337628644834764	1.0
