	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.1657799004204193	0.2480198117436354	0.1631934616602562	-0.551799098163307	-0.3920219572794409	-0.4497077526219029
Somatomotor Network	-0.1657799004204193	1.0	-0.1851222598244144	0.2330114071874159	0.143534161164447	-0.4363652481047924	-0.0731660578713236
Dorsal Attention Network	0.2480198117436354	-0.1851222598244144	1.0	0.486011586767853	-0.5099285257864479	0.4924512376242597	-0.810104747525571
Ventral Attention (or Salience) Network	0.1631934616602562	0.2330114071874159	0.486011586767853	1.0	-0.3042592819733684	0.0763139210573896	-0.7288467363231146
Limbic Network	-0.551799098163307	0.143534161164447	-0.5099285257864479	-0.3042592819733684	1.0	-0.133574465251914	0.5771128028373526
Frontoparietal (Control) Network	-0.3920219572794409	-0.4363652481047924	0.4924512376242597	0.0763139210573896	-0.133574465251914	1.0	-0.2817962780270545
Default Mode Network	-0.4497077526219029	-0.0731660578713236	-0.810104747525571	-0.7288467363231146	0.5771128028373526	-0.2817962780270545	1.0
