	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.238171771110333	-0.1554687193441161	-0.0059961429024593	-0.2501987617687309	-0.5732973974000052	-0.2332808271137142
Somatomotor Network	0.238171771110333	1.0	0.085667171626377	0.4963618805745551	0.042043033728777	-0.5571192807579188	-0.4291831208238409
Dorsal Attention Network	-0.1554687193441161	0.085667171626377	1.0	0.5007088000742048	0.0181722053502521	0.1840554720382493	-0.5419227951579036
Ventral Attention (or Salience) Network	-0.0059961429024593	0.4963618805745551	0.5007088000742048	1.0	-0.0259976365633588	-0.1528839546985506	-0.7407585487858478
Limbic Network	-0.2501987617687309	0.042043033728777	0.0181722053502521	-0.0259976365633588	1.0	0.1332044603710618	-0.041233818796198
Frontoparietal (Control) Network	-0.5732973974000052	-0.5571192807579188	0.1840554720382493	-0.1528839546985506	0.1332044603710618	1.0	0.0251181800285284
Default Mode Network	-0.2332808271137142	-0.4291831208238409	-0.5419227951579036	-0.7407585487858478	-0.041233818796198	0.0251181800285284	1.0
