	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.0045251430652286	-0.086982350799198	-0.3808499427700124	-0.4285364737739454	-0.5017700146971991	-0.3848218677933261
Somatomotor Network	0.0045251430652286	1.0	0.1046975290941447	0.5193401024586751	0.0785859309693992	-0.6545561129007939	-0.4118274024467862
Dorsal Attention Network	-0.086982350799198	0.1046975290941447	1.0	0.5864969544043823	-0.4962469844577758	0.1211109571010666	-0.6787450027423237
Ventral Attention (or Salience) Network	-0.3808499427700124	0.5193401024586751	0.5864969544043823	1.0	-0.134146905490659	-0.1717205786482996	-0.4686003751309048
Limbic Network	-0.4285364737739454	0.0785859309693992	-0.4962469844577758	-0.134146905490659	1.0	0.0619253316653408	0.6594273241767454
Frontoparietal (Control) Network	-0.5017700146971991	-0.6545561129007939	0.1211109571010666	-0.1717205786482996	0.0619253316653408	1.0	0.316110316720375
Default Mode Network	-0.3848218677933261	-0.4118274024467862	-0.6787450027423237	-0.4686003751309048	0.6594273241767454	0.316110316720375	1.0
