	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.1005227863936655	0.5850616841323152	0.0691332758082885	-0.5660435576063187	-0.0580797683501148	-0.4843247841463793
Somatomotor Network	0.1005227863936655	1.0	0.1464742868724744	0.5287564303048663	-0.1035852942026974	-0.251738596097927	-0.4279999131464605
Dorsal Attention Network	0.5850616841323152	0.1464742868724744	1.0	0.2827589736349739	-0.54073561726194	0.1547948724859454	-0.7872049484227376
Ventral Attention (or Salience) Network	0.0691332758082885	0.5287564303048663	0.2827589736349739	1.0	-0.3690050748688203	0.0057121258412797	-0.632945088643982
Limbic Network	-0.5660435576063187	-0.1035852942026974	-0.54073561726194	-0.3690050748688203	1.0	-0.0301645461831291	0.5610058277717556
Frontoparietal (Control) Network	-0.0580797683501148	-0.251738596097927	0.1547948724859454	0.0057121258412797	-0.0301645461831291	1.0	-0.314775894475195
Default Mode Network	-0.4843247841463793	-0.4279999131464605	-0.7872049484227376	-0.632945088643982	0.5610058277717556	-0.314775894475195	1.0
