	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.149943478299877	0.2096084576046071	-0.5909677797769338	-0.5520837374286356	-0.5997133641275467	-0.2617348801172308
Somatomotor Network	0.149943478299877	1.0	0.0103597127855308	0.1344725065422978	-0.0603972983375586	-0.5393076457467548	-0.011102120751243
Dorsal Attention Network	0.2096084576046071	0.0103597127855308	1.0	0.1302310521887889	-0.0073464673310706	0.1447268251672433	-0.4678834185535347
Ventral Attention (or Salience) Network	-0.5909677797769338	0.1344725065422978	0.1302310521887889	1.0	0.3569657936009108	0.3123086496093933	-0.1294523421166233
Limbic Network	-0.5520837374286356	-0.0603972983375586	-0.0073464673310706	0.3569657936009108	1.0	0.3934170771469116	0.1580942648427271
Frontoparietal (Control) Network	-0.5997133641275467	-0.5393076457467548	0.1447268251672433	0.3123086496093933	0.3934170771469116	1.0	0.1364277955997453
Default Mode Network	-0.2617348801172308	-0.011102120751243	-0.4678834185535347	-0.1294523421166233	0.1580942648427271	0.1364277955997453	1.0
