	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.3730096505100757	0.3199310815031382	0.2805291687438289	-0.2616698335517458	-0.3387637401493007	-0.5650627625349631
Somatomotor Network	0.3730096505100757	1.0	0.231551113081586	0.4393753737677451	-0.0951736766753715	-0.5469257119392276	-0.3988395913701031
Dorsal Attention Network	0.3199310815031382	0.231551113081586	1.0	0.7447754712082438	-0.7244625497957423	0.298591439544575	-0.7887592326206867
Ventral Attention (or Salience) Network	0.2805291687438289	0.4393753737677451	0.7447754712082438	1.0	-0.5526975680561121	0.2283974592232039	-0.8330458357756843
Limbic Network	-0.2616698335517458	-0.0951736766753715	-0.7244625497957423	-0.5526975680561121	1.0	-0.4292288034500756	0.6638091792423932
Frontoparietal (Control) Network	-0.3387637401493007	-0.5469257119392276	0.298591439544575	0.2283974592232039	-0.4292288034500756	1.0	-0.2007494784040432
Default Mode Network	-0.5650627625349631	-0.3988395913701031	-0.7887592326206867	-0.8330458357756843	0.6638091792423932	-0.2007494784040432	1.0
