	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	-0.4102325381439779	0.1198833674710518	-0.263535940367536	-0.1098341830860562	-0.4632670184534118	-0.1404424723832468
Somatomotor Network	-0.4102325381439779	1.0	-0.0314906146144298	0.3897473354981977	-0.2028734799382831	-0.0257239989340557	-0.3619748182485556
Dorsal Attention Network	0.1198833674710518	-0.0314906146144298	1.0	0.0703357940585139	-0.0986320005169254	0.1217247253221998	-0.631234949286066
Ventral Attention (or Salience) Network	-0.263535940367536	0.3897473354981977	0.0703357940585139	1.0	-0.2973859511409433	0.1622198726764986	-0.4696989540119274
Limbic Network	-0.1098341830860562	-0.2028734799382831	-0.0986320005169254	-0.2973859511409433	1.0	-0.2321367545292791	0.4913359556283251
Frontoparietal (Control) Network	-0.4632670184534118	-0.0257239989340557	0.1217247253221998	0.1622198726764986	-0.2321367545292791	1.0	-0.2680663128728285
Default Mode Network	-0.1404424723832468	-0.3619748182485556	-0.631234949286066	-0.4696989540119274	0.4913359556283251	-0.2680663128728285	1.0
