	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.3273811888791733	0.3442150310819333	0.3517920176262123	-0.3579693447804882	-0.3819624424130905	-0.4834833525800593
Somatomotor Network	0.3273811888791733	1.0	0.3467187880266502	0.5083010718135682	-0.501925878533927	-0.3585611051021043	-0.5807122641839509
Dorsal Attention Network	0.3442150310819333	0.3467187880266502	1.0	0.5927628636310729	-0.574201341529294	0.1681009974209277	-0.8131323220384266
Ventral Attention (or Salience) Network	0.3517920176262123	0.5083010718135682	0.5927628636310729	1.0	-0.5945324524757493	-0.0851901869581992	-0.8134062044672145
Limbic Network	-0.3579693447804882	-0.501925878533927	-0.574201341529294	-0.5945324524757493	1.0	-0.1941214048161829	0.7991162200492129
Frontoparietal (Control) Network	-0.3819624424130905	-0.3585611051021043	0.1681009974209277	-0.0851901869581992	-0.1941214048161829	1.0	-0.065344248457689
Default Mode Network	-0.4834833525800593	-0.5807122641839509	-0.8131323220384266	-0.8134062044672145	0.7991162200492129	-0.065344248457689	1.0
