	Visual Network	Somatomotor Network	Dorsal Attention Network	Ventral Attention (or Salience) Network	Limbic Network	Frontoparietal (Control) Network	Default Mode Network
Visual Network	1.0	0.0230815517226409	-0.1345582728814856	-0.2592130043678801	-0.5434109203297981	-0.3494393472604137	-0.4962570994333908
Somatomotor Network	0.0230815517226409	1.0	0.2926158383786316	0.5192987811772456	-0.1119906408892477	-0.4878660341488154	-0.4929533668194771
Dorsal Attention Network	-0.1345582728814856	0.2926158383786316	1.0	0.4861295480693591	-0.0461342497363873	0.1486161846421403	-0.636178804266222
Ventral Attention (or Salience) Network	-0.2592130043678801	0.5192987811772456	0.4861295480693591	1.0	-0.100414981724987	-0.4102924185114849	-0.400924045819882
Limbic Network	-0.5434109203297981	-0.1119906408892477	-0.0461342497363873	-0.100414981724987	1.0	0.0799834311331673	0.5548890566492067
Frontoparietal (Control) Network	-0.3494393472604137	-0.4878660341488154	0.1486161846421403	-0.4102924185114849	0.0799834311331673	1.0	0.1868890712936532
Default Mode Network	-0.4962570994333908	-0.4929533668194771	-0.636178804266222	-0.400924045819882	0.5548890566492067	0.1868890712936532	1.0
