Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,Cluster
CT002,-0.10417742134682184,-8.507272460780346,4.622917835258805,1.5117982495994262,2.6184099239060106,-2.8295048480194724,-0.9299510582273874,1.7423969369949515,-1.6957522455308143,-0.9852455985024201,0.05708258285602935,-0.25952988814253886,1.2551206917775852,-0.8388517187447669,-3.1427585056707374,1.754618432739341,-1.0097250140756588,-1.0255087897867694,-0.2574304330870786,-1.6684091282130826,-0.11886941534838782,0.3752633720114076,0.1163820636922305,-0.17734767106416227,-0.7730015685998585,2.309356799314912,1.0215224886828314,-1.035904888054203,-1.2702075665073604,1.2408220578287206,0.7951418319205353,0.7480368022386124,-0.46164226635875505,0.6384051231879075,0.901277050231147,0.7649430527523668,-0.2773626603606715,1.1053384607111347,0.3077189485015038,1.7422814827571047,1.387880914665166,0.09104420510535184,-0.7814311071829801,0.5381279494234408,-0.3478472628272593,0
CT003,1.4346814559747558,-1.7389357471076452,4.15880097017622,3.846048331656657,-1.3445197590568334,0.005786691399498346,-2.545356200147707,-3.5367573322831767,1.2502919642308448,0.31985386760254714,-1.3909979018317649,1.8623611861390494,-0.32399451778875155,0.3508669787064864,-1.2335378364046914,-0.7620907623519133,0.681615786285368,2.268839687180193,1.9623483669409432,0.8825280461778444,1.7491384731083561,0.5237097324141334,-0.8021104678100099,0.7141046178139911,-0.6089818472729817,-0.8142433545936532,1.999018759547345,0.6052793712678493,-1.0442900579699423,0.7215507128668686,0.7448355279446645,-0.011991832125194005,-0.21479394631966336,2.016579527903011,0.061354564067675546,-1.066804305329518,1.0769682841875055,-1.2355097163098916,-0.4197638424505231,-0.9076885862188174,0.07886712245986072,0.7215526454097105,-0.7761148703606693,0.3338233945213419,1.104465173971348,1
CT004,-0.11716859274274352,-8.327671309787227,2.1791046028128243,-2.245731131152627,-2.647590788488137,-1.4350735090707842,-1.3742216541931973,-0.6823572992244401,0.9496433244488701,0.33568907573603524,-1.2880147014829793,1.3613268906911298,1.8000376659499193,0.7833356977033076,-0.2827692054342902,1.2123721812349348,0.9486931874806299,-1.8743063751794107,-0.24872177597654577,-0.058756587023061656,-0.2523848042632768,-1.2176689193434804,-1.8155601685467664,1.135670031446126,1.0710083329763835,-2.4668151270415346,-1.5569421060006707,-1.2360315157881379,0.7328461002957121,0.059223302822595615,-0.9245582690018068,-0.5734993544725151,-1.6378783035007412,-1.1988242774177327,-0.7406431760460124,-0.020548561782740737,0.3799492207372255,0.6730468197345016,-1.1106138275402113,0.6092828129883232,-0.9458717369999767,-0.9497833202281916,-0.5431618355884446,0.7791658971527651,0.7119295915339166,0
CT005,0.8352401723458039,4.078426572351004,-2.2277436188632387,-3.0203458876935643,-0.5739037590759254,0.14539782270882914,1.7079651107837137,2.4800010723236867,2.2444341413402267,-2.075091543308453,0.8287915035314076,-0.12828630014737177,-1.7624876276575745,-0.07899159149254312,-0.33494130090015534,-0.016128569250022054,-0.8625850182620661,0.010277274490036702,-2.7278267529926996,3.232806692467933,-0.044021609715748096,-0.3172299738346901,-0.31608155292735446,0.5701657266104873,0.5168771575945937,-0.1293807383457334,0.83411543985663,-0.7454838888356826,-1.7735599463811615,0.47501925467269196,-0.4017171238216451,0.16207275072491145,-2.7455106597465875,-0.8952391276708094,2.906814819187014,-0.06336896283826676,1.3215460698326804,0.077636001961186,0.2622016205106044,1.077272650275313,0.3768377924794204,1.2750129289468577,-0.10104299773764347,-0.5182724257759942,1.5252264851936022,1
CT007,-2.1488011341107924,-0.30755645726380043,-0.7204081503827348,-4.392625378588794,0.24458635173836143,-1.4191425333686756,0.9676424413319954,-1.2602206925625008,-2.6208603029931745,-1.0745688701972471,2.7668713401097027,1.2670055138466614,-1.9436593758187746,2.5505943649778113,-0.6635798746543569,-2.390718751135183,2.6518488540485627,-0.9077222940067086,-0.44711016243655755,-0.5112927201209145,1.0653107992328257,-0.9948611602624873,1.4505652831249856,-1.1904914559450257,1.882141921165588,0.6981144423275666,-0.6824953750117693,-0.7926900653086696,-0.6633664409043778,1.1708569715957782,1.292343871362709,-2.051837743305296,0.14357945061847485,-0.9363923775482265,0.9286992345438082,0.7944194915277886,-0.4596011291845815,0.13609863042561515,-0.66996494179464,0.7510001961906737,0.004531672614745958,-0.2624518220703083,-0.27358410905153846,1.1533640962743554,0.3384043306395918,0
CT008,-4.904304987166991,1.4676779699636289,-0.20669035406468192,4.286402557577782,-3.736184764443371,3.281665672805421,-1.6660565117894328,2.5864617940135206,-0.13133187264075077,-0.03233489165668261,-1.2036201695913575,-0.25897096022889143,-0.6579886908945233,-1.8597803339259389,-0.11435540450497354,-0.2681626458178827,1.4594670175560247,-1.4652083268423248,0.2855135611587476,-0.1543920745468428,0.1957185966764977,-2.0753589671292,-1.5016162597057845,-0.3137493382502483,1.6650839520813416,-0.3423433872293973,-1.1086828752595435,-0.12057803966646416,1.096606268263422,-0.8180807620622219,-1.0657232975019586,0.4037484362238899,0.09957216158894512,1.4326490684069146,1.4726253292568856,-0.44769546030521434,-0.6278515127911133,-0.29339795595571666,0.5979962532865887,-0.12531587885600137,-0.8980314409137844,-0.024426697644919105,0.5635966702253165,0.8068506437004452,-0.5947902113608716,0
CT010,-12.689809452599992,1.59190620399363,1.307171621366109,1.3795552906393727,0.26669772775410366,-0.03282514787573103,-2.8529864184841522,-1.4488420469436132,1.2416712492136903,-0.3287348917288788,-2.4969299278983574,-2.123332465252226,-1.3479343428765098,2.333460395519687,1.7842014655761753,0.5026183844720484,-2.394882874889519,-0.07168754620812276,2.0256483328580788,0.795401608261577,-0.3711836052070001,-0.6288517281924688,0.7852132321064855,-0.3351208834530918,1.1128010783447546,-0.39296177396221027,0.4368782202868558,0.8824690610962699,-0.8252702474555778,0.536695089666916,-0.12291845891968187,-0.897428367009062,-1.3710651730640924,0.04629954084072275,-0.7292130444705822,-0.08988148314945525,-0.8600127641421643,-0.36055076651516094,-1.2846915350772414,1.9422819753836833,-1.194781826454088,0.40748457760009804,0.8223220904163695,-0.694703415158902,-0.2040232071611001,0
CT012,-1.4720522009700683,1.4279025134643986,-3.014932220268852,-1.4187690044503503,1.1085973911526315,-3.3000956731188236,-3.3076517124760723,-0.7751542265364643,-0.07499591917662991,-0.3402104043627758,1.4159651792842678,1.0848818197938295,1.5133790082785044,-2.423393720632059,-1.6597728480348586,0.3981486359437567,-0.7369413114312626,-0.7952071415185464,1.5352495375912512,-0.3711695188403223,-0.6615049125273966,1.5846959390036421,1.3195559585595726,0.19264706505187754,1.5081329275120157,0.7794883135673883,-1.2083335877826265,-1.3637096398802724,0.15425359084176163,-1.5036071875810915,-0.34802796456162116,2.0129162502410383,-0.4549848880427051,-0.5663769518372013,0.017023967829860234,-2.0017371934581774,-0.13315852913459192,0.4027800249674952,0.002265507720648422,0.4294385243845491,0.352361586263154,0.2543073266713419,-1.0427629276131374,-0.6628641143136347,1.7314253093540226,0
CT013,3.267743543541598,0.11711788378011281,2.0959713211413202,-0.8170974695496268,-3.8050951855405217,0.29704702584333786,0.9981173023689552,0.30792026773285336,1.5678569141069176,-0.1698983589394485,-0.33211806129686533,-0.3336123498133431,2.1140924260758998,1.5319820458201339,2.3245896214236663,1.0819710509995637,-1.1208320758625776,0.09481950270852947,-0.6944726066650341,-1.9253008257149953,0.8344115750136584,-2.119501724567098,-0.7130579013962884,0.18078649401507285,-2.2681291287918506,-0.5514703197970805,0.08839284933014303,1.1900772332089258,0.5748485018155561,0.5806678259708812,0.6005547363724308,0.6886509804126064,-1.808809183589634,0.5110615734111186,0.6086502304251035,2.6774086276107183,-0.10014641095873222,0.55609713657191,1.066847074954807,-0.9563365753036038,1.1486890785322614,1.0066975167636496,-0.713818818217152,-0.6399606030505085,0.23362281045399813,1
CT015,8.785575662412143,-4.563910002529391,2.692155670106788,-3.0757045401578598,-2.866397117985922,-0.14470244595117035,-0.04752660608677918,-3.4381910548358956,-0.8763140109626614,-1.0454098703285257,-0.84275241418501,-0.8087797528696273,-0.09063154543053636,-0.34869679969759587,0.39898798796627816,-2.122844144839934,0.25920779626574025,-2.127297631713475,-1.7669442062927954,1.7468664138957393,-0.4999325830693898,-0.7354888569016255,-1.8084385533338603,0.8231227029774001,-0.4217289601597865,-0.30450026828155957,-1.8507303060347302,0.5245076177799306,-1.1408480243737165,-1.051169585410431,0.4355539288668741,-0.20135638937153544,-0.28926380885430736,-0.7571001935706534,0.4091578101263696,-0.0536595269678783,-0.8076925929339696,-0.39745176373091595,0.5145375210420648,1.205408900882601,-0.13549777601722712,0.7469927426842313,-0.09784355826633616,0.5697244590340463,-0.33571035634746615,1
