Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,group,Cluster
CT003,-3.09365100401418,2.268225032945668,1.1879453872750665,5.571942283447808,4.372471964904691,1.603065446200162,0.010477593183316172,-1.6430767414164473,4.543997891559297,-0.7257898829238033,0.15005109814818451,-1.9772828538443918,0.09455036381539218,-0.7276158385208663,-2.605368794699459,0.24197584927786764,CT,0
CT007,1.7702496111308885,1.0120247819974921,-3.2289393156148196,0.1511610010826808,2.4584628702658313,-1.1506828913587244,-0.9670617124430042,0.20787652874079332,-0.6539476424072234,-1.0649463623605928,3.133401519306056,1.9998382751313113,-0.8737712796671169,-0.9589191007689308,1.1046945178567604,2.532662463869319,CT,1
CT010,8.696416369760431,4.293013484530052,2.4126442484859374,-3.80680786514101,0.12986805966175569,2.8086878130516864,0.8566379790421259,0.6180068564776435,1.1323483395436993,-1.269625512349497,-0.08652186416804093,-1.2786388857943967,0.865496458798472,0.10846130592420564,0.3442111344795366,1.4474979951340343,CT,1
CT012,7.1159430930677114,-1.8598224407676414,-1.6541969842046949,0.8869536732227788,-2.6252139704345905,3.481256230213709,-3.0810576742343585,-3.0168239715123093,0.032578898534935494,3.8286990486957664,2.002380032806039,-1.2069909616356387,-1.857365309450246,0.9056713034238246,0.04597783401405409,0.46351814183374007,CT,1
CT018,6.908486656880221,0.28643018651949614,-4.184436911771101,-0.012846256341731683,-1.684579561149416,-0.817788456803105,0.282243122236137,0.08391773870863056,-3.346233166775406,0.14103389669942099,-1.3133397586147975,-0.7528522601892133,-0.22059583684577294,-2.2728922768015454,-1.5253387763309434,-0.2597224623915536,CT,1
CT027,-1.5769248214422686,-2.760696367868692,9.057785485970292,1.2882710747802322,-1.271863493541585,-1.0375752563849125,0.31763597372450214,3.8000715974372135,1.3027676505792936,0.9092927083675411,1.906757108920279,1.0670371634473996,-0.18315000196436548,0.7354863752049942,-0.6388211932964503,-1.3532838705879924,CT,0
CT032,-3.0549995678212873,-6.264516556729048,2.6701450778270788,-3.3743398978467396,1.4066600704534165,1.0959209435386028,-1.3548880280382354,1.8629904087166882,-0.33600171612037105,-2.914436948080676,-1.1788802430191847,-2.716238088641321,-3.3790780375719596,-0.2822963787591047,0.5322616904349387,-1.1755593788590486,CT,0
CT039,-18.637602841338953,-3.7065933492574747,1.3859492472264137,0.3598704124555651,-0.1441834319601234,2.3160484965710033,-2.484861097602781,-0.8487043804426695,-2.0109763160658187,3.0129182005441963,0.6852940560593693,0.13567829568546377,0.11576654754968205,0.9930813947064222,0.1685449274011706,-0.07643388759265565,CT,0
CT041,-7.378456868044741,5.469160064408181,-0.24267726604155615,-0.7856609685114287,-3.6634223783509268,-0.4789739302032853,1.379706211223193,0.7903840191125526,-1.0708172222409849,0.2069626207471374,-2.427862863292372,0.3457236266449045,-1.9651007600614199,1.366281440789072,-2.0525993879186104,-0.12731053462233333,CT,0
CT046,10.376639048797006,-4.294696231361108,-2.11066578358532,3.141769058248322,-0.6896688873535294,-3.5735154886331038,-2.269394013226826,0.8532041911623129,-1.1752605417093143,-2.0052067814359105,1.4662765201533425,-2.9304442330156166,2.1357391817031988,0.6908533150212975,0.07311616708263295,-1.7726972943241257,CT,1
