Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,Cluster
CT002,3.7239725481196966,1.6557477340429902,-8.284012834404423,2.3869099309676165,-0.3296273070073485,-0.5235964804415226,-1.7861253994646797,-3.227395537753264,-2.672184036957494,-1.97390857918826,-1.5585095337261807,2.350812476196864,6.547238411122652,-3.064396253737276,-1.9946190005927424,-3.8405474457035833,2.248530449455063,-1.9526894403872674,-1.3957100123951864,-3.7858918251685663,-3.1965358685029877,-1.210818292125395,2.327222828132187,-2.735442768050336,-1.6090785793150355,0.6672854654649374,-0.3064515588241895,2.80652127629438,3.658232909817114,-1.584157937126694,0.6848774995420336,1.8953054237508238,0.2344924210305554,-0.8155480643437321,-1.6657738894963838,0.6321432457636467,2.4054962868722085,-1.0483458994612724,0.3109622410436194,1.5197046049941982,1.9775274243298355,1.7250396795810536,-1.3512621724787446,3.385879983449087,3.1420104670525446,-0.5851464092794347,-1.0243450736899669,-0.302096119933019,-2.8200871853399554,0.5339479503551676,0.8096392307189236,0.3709640237025656,-0.8176989531631806,1.2474412227041762,-0.6319424396359972,0.8244541574601089,0.3810103411712082,-0.7171430584759357,-0.7375890900751808,-1.71094035438544,0.04867264662657976,1.3577137241253763,-2.4547297044811587,1
CT003,-4.042874101312051,-1.4984165490977555,-3.7219048272888573,-0.8641601998730096,0.7716920587711568,1.1998871113136387,2.4120564668047497,-6.097418139965892,-2.6867838211997306,-0.5723702445740068,-3.2946732768135742,-6.145530558064137,-0.8585475203579022,0.19984821027229993,0.21089521802590175,-2.3752859448153387,-4.672545831186028,1.04402184008984,1.0163685476818747,-2.9748655604583294,-2.185184765260958,-1.6032997548865782,0.4432121292946104,0.8429360927737665,1.6938655353681364,2.981942376537103,-1.3563085497300345,0.2399695400704706,-0.7784846424567308,1.6935875138853647,0.0353847469176924,4.1789410885760825,-0.9792346221027927,2.574180813492423,-2.911092662518249,-0.8711233594080564,-0.3028213795147555,-0.8377883405309209,-0.9667786993568852,0.4684558867853691,0.5057269943334762,-2.410741751783065,-0.3581581708420295,-3.1957710815099523,-1.5183232956076496,-0.6863846871097397,-1.042682187103465,-1.4691131910161452,1.3606086120326502,1.5049263854153017,0.680622788473458,0.072753072765345,-2.154850304547444,-0.3001554476514822,1.1160253616905802,0.00035194441286640884,0.4237761846430427,-3.6663536432212642,0.4178540543771912,-1.576325138915899,-1.6057771951334836,-0.4309706261163185,1.3598905711742737,0
CT004,9.36109444629537,0.49012781612804596,-11.250397286139934,0.8305027236925727,-3.162615925871968,-2.4081991686967723,-4.821330720894267,-6.453302996299628,-0.02188930161925469,1.4650559934261673,2.895574358701683,-0.2616461291114833,0.7444776819982029,-0.7198408120955205,3.2876548253638935,0.7240238539370804,-2.682953856568117,-1.7168637775641626,-1.6217763428959833,-0.3266581848066242,2.1225092520981277,0.8372794627089559,-0.053475261459523526,3.633007438186679,0.776512209224701,-1.3868210386953514,1.394288037977142,-1.78297087276872,-3.9874850267103854,1.7416063932090797,0.32865811846249704,-1.7436026970610976,0.6412696978819005,-0.9297202979349902,0.5926562550064117,0.48775949763992604,2.748827237140461,-2.0361962617825684,3.7788416358335417,-0.8835093442539135,-2.2978401548536453,2.071543961096563,0.8372065109961855,-0.6317936773827558,1.0867481417085885,0.16302309054598377,0.3827211160683142,2.107494225994099,-0.2118694466338978,-1.4691993334855866,-1.461105342222981,1.2250864670540358,-1.5511372813048128,0.5196023629742224,-1.53272441756718,-1.5169877365211375,-1.1051924688301884,1.1391585844692762,0.12340716393300567,-1.5205504967842256,-0.6024768727516183,0.1622888566855613,0.40487131232678175,1
CT005,-0.5571260860305455,-2.0864432914590707,5.9917992199486685,2.9240750125050945,1.9978910073047818,-1.0221129131822593,-0.41942579751727344,4.483352569231124,3.726000445562607,0.01507893779096699,3.455181005466781,5.286921359261763,-0.1342217329634895,2.2250990588973187,1.153764956571055,-0.8951425273145991,1.1286885414702523,1.9538084326432072,1.5899755893883578,0.11679941410731666,-2.9406991099652906,0.3056817856783627,-2.2888055581969917,0.20807242936504586,-2.2355473644396104,-0.5667671065808372,1.2429836277509294,0.35554394544299095,-3.7814686515000195,-2.148875947945805,2.1922092441107313,0.4167825852550325,-1.7715712522145306,-1.0887764384262286,2.215924028705884,1.0936942039511977,-2.2460739518690827,-3.3845248619448824,0.6721827429358805,-1.790273129624057,0.9704619165963637,2.1932461237743612,1.1640026989001575,-2.065858376474359,1.122131400562567,-0.9345659574524399,-2.9164263916075583,-2.1307434486623102,-0.07808854557306884,2.4465872615774806,1.1083610797785053,1.1666073800407362,-0.6208237469191027,1.430691216847375,1.5846903734796571,-0.39530303821664825,-1.2992214796621457,-0.7574810142198544,-1.5030053418058784,-1.3909831504636474,1.2593589191883203,1.6402568851171033,0.3468089601253815,1
CT007,2.6715522054238297,3.6779988830516968,2.626967451617522,1.2787554404338017,1.4424348858076306,-5.771957103092168,-2.856596172542847,0.87656291807385,6.419248746505836,-0.2933896477749652,-2.409082625756211,-0.9861884252691057,2.008964020369348,-1.231673942044106,0.2773518969884101,2.1735300584996957,-1.217476058691868,3.37996388626287,1.6060890076445888,0.5643423151060548,1.7922857745466256,-2.2637266014181954,-1.192264813709196,-1.925521782554789,-0.571679089006226,1.7609372823753855,-0.18681607804684447,0.9427732036910562,-0.46860000525140366,1.670566965652988,-1.8138719833965133,1.6011717041630842,-1.6572986820381543,-0.6182507354194552,0.26127364314002466,-0.9496341858899897,2.0625300329035507,2.2762148633211914,0.9430546714095044,1.7551971914080726,2.962255410117462,0.7666872839739132,2.2444164685159262,-0.47472183990170824,-0.054194418102538944,-1.9515944879156786,-3.4349730002329992,-0.5622752837896223,0.24554697697975603,-2.895470544457416,-0.17973141107476745,1.4766925497752121,-1.9052568046907987,-1.2984865481103196,-2.3356695757486525,1.909898107882436,1.5653899924289558,-1.8030823403267255,-1.1809051814243983,2.5505911071301317,-0.2563799396385525,-1.4396206193277654,-0.8517162211094657,1
CT008,0.98196769411174,8.000973736859622,3.2799481567817144,-3.6197143578266076,-1.3790296315988342,4.431328196588089,3.1031034492693372,-2.3449652917173887,-2.8864062464691655,5.046607184553031,1.2020049235098929,0.5873692025643386,-2.4538944441491917,1.5672679879058435,-2.609182562820123,-1.2740778534564183,-2.1956513111809848,-0.45516628196746584,0.7912730187748974,-0.799281542410831,2.8584553903435532,0.4524687372309493,1.7167356561969744,2.8840145310523817,-2.9712488452906087,-2.9616725775345216,4.789320831816072,0.24089729329580106,-0.2996210506210475,-2.111349275650879,-1.8013338652866633,-0.03571543467860592,-0.5664128109064911,-1.2553019269239283,-1.075208027611601,-0.4264877908400125,-0.15343924939154172,-0.005293019529072286,2.173877494452729,0.6869915015090462,3.034864322535607,-2.424941682524413,-2.3811395363666863,-1.91316894757264,2.125979641181217,0.463490955808347,1.0983694847188783,-1.2603563862489142,-1.0500001315949765,-2.5742879331953072,-1.810896973612459,-2.5186138751041285,0.9089399809224414,0.5203782634177785,-0.7407316543578673,2.244611234599858,0.13936430527140414,-0.47030860656048407,-0.9721264097574422,0.4003138322681166,-0.5038782712179566,-0.7386871197089634,0.5921615542428833,1
CT010,16.212585210435467,0.01759654268727402,6.211361426029411,-2.771147933642383,3.2002179039646785,2.772855125217195,1.2434150667617143,-2.884531378960247,-2.135352734704658,-1.6173659324756993,-4.905627633109843,1.2656614435412514,-3.455985430363136,2.79517939628089,0.9545551144632264,1.5732206344680892,-0.8905411351821769,0.8283241555571442,-1.587419982430066,-1.852510398733808,-1.4737297126288407,-1.9094710223921547,0.5858072903752563,1.8960873690897257,0.8561938526910131,1.0727482773057966,0.7066180702293332,-1.4259098538549826,0.5037054519963817,2.733147801565643,3.26356613313952,-2.5416921799820673,0.6968730060507595,-1.7596278186891743,1.054571174230752,1.524032944998841,0.5840961496271397,1.0530662192410283,0.40771606152392975,0.37195419710226935,-0.7402363411695579,-0.5741618437231182,-0.960642576088972,1.5334956247676346,-0.17722606657595072,-0.7827031326534368,-1.2664966776966846,-0.5628710312857086,-0.8074037881246449,0.29994193953613274,1.384784957047864,-1.5515657788564365,-2.846195389264863,-1.1182284318194535,-0.20400136284462425,-2.10726652615357,0.3310989063066423,-0.6790305242779581,0.5825208480652819,2.179918762846866,1.616639431500743,-1.0378878164026957,-1.800226194809922,1
CT012,6.96726717473658,-6.285128175833236,2.4243104894435916,2.672019648020368,-1.672375049773511,1.0137349889327942,-4.405514365027374,0.6341877510301283,1.3081852608276143,0.7590718138963375,0.3119251166659471,-2.765541220421071,1.4356151821915957,-2.312973931414048,-1.8576813260674745,1.2950592094850586,-1.3770117869969232,-1.6542771619089165,-1.5727394081193784,0.45726704091304543,-1.567861775573211,1.9617210239451983,4.974947956987358,1.7370398919396342,0.930922245764368,-2.9150679310464973,0.992017290068237,-0.6016953187102211,-2.5263426087473975,-1.4835605285484155,1.9764676085602644,-3.111247273286074,-1.0435000994808892,-0.07565194162545345,-0.382252896673573,0.18394988220380895,-2.5056368833536684,0.8943413942333167,-2.5435681642304275,1.7538707600711605,0.4418171696384986,1.7059698327365536,-0.5572627388069599,-0.09103495366781475,-0.4794971272216254,-1.634465438287349,-2.9503219175972686,0.688541854198099,-0.537460939503238,-0.03736639631236895,-1.1102689181604184,3.0509621162132095,1.238687531843579,-1.8600818194178008,0.8488261133602788,0.7286169236695158,-0.5500820504745967,1.0793552446483172,-0.35763824816316364,1.2607188813945969,-1.3475011515690465,-0.7908239120080484,0.2706746856736677,1
CT013,-0.14757430761448803,-7.779600156106009,-1.3462839637077415,0.8615689030653303,5.4061299936839555,-2.4222266689085936,3.6937848658653216,-3.642299962092599,-0.8283458634420275,0.8606509372463559,3.257135331598012,0.7609165325543873,0.24492882444907796,-1.9431973321655167,-0.34187362829066237,0.7711914342572025,-2.3348997142545502,1.8345435890161168,-1.1456910336146442,-1.666457205452741,1.139733572578689,1.6836714507544335,-2.6353448680175524,-2.4266176041912,-2.309295367505966,-0.1618513968443045,2.7024912797809733,-1.212384147767853,1.5070138093652954,-1.5957326523265756,-1.1777109934319268,0.3307634312381933,2.501769499070953,1.8129399941717101,1.815789761539018,-0.3924893893789204,0.2417857016130101,-2.881832137496803,1.246849587736415,-0.05835249915779212,-2.3120006318359665,-0.4051168447454286,0.8910637610111718,1.6666489943010045,-0.6891200879137714,0.6095947336549608,2.0246287805339347,0.10617102131017828,-0.9840416170441183,3.1103963463515925,2.5991766090361703,0.14653928922804327,0.7889235153603124,-0.3708826289507987,-2.000446836648329,2.122189345692249,1.4471244048441023,-1.6607353476941875,2.6326765387551307,1.5327283201035549,-0.7727107972658588,-0.7272024324931974,0.6925996694995098,1
CT015,-12.417418342500811,-0.9179581939039987,-8.03939206928512,-2.412114821862122,-1.843608325848802,-5.012329523749918,0.2726750383259384,-6.0163545230462745,1.9154645298605895,-0.7947574261134256,1.2121418527532004,-3.8471013512824297,-2.0286169467051978,0.6960083689521888,2.315260433770453,-0.3872103180571849,2.052563831491506,-1.1869635908090117,0.9028958602180486,1.7119703286246661,1.6525469589445887,-0.1277431544210905,0.30011931887697874,-0.14812909958381185,-2.6824460401607615,0.5401406524276177,-1.4163646663317329,3.7524032203078788,-2.4706365064030433,1.79740977428394,0.17326390475532166,-0.11375101120425786,-0.8526789551319086,-2.4505565348991043,-0.8133495373389541,1.1508993837514305,-2.654760582846999,-0.18174289082879447,1.354330826408248,-3.2427645268398475,-2.4904752144182014,-1.1846092850424812,1.357387436367438,0.5456614454399752,1.4937317945226334,-2.2291751877903003,-2.662237817484324,0.6582487552854928,-2.7946282641444795,0.4293932485725721,1.0878076011652273,0.20359136319671864,0.27387125850067884,-0.7349792595003865,-0.8526966440787881,0.39193917223241304,-0.2527822105344271,-0.1884344312224399,-0.1953573679301955,1.9708241687793437,2.7592255067451736,0.0566949280378517,-0.11833150386638432,0
